# Force βfL, Extension z/L, Persistence Length λ
9.5752e+00,    3.2738e-01,    6.2500e-02
9.6639e+00,    3.2971e-01,    6.2500e-02
9.7534e+00,    3.3205e-01,    6.2500e-02
9.8437e+00,    3.3440e-01,    6.2500e-02
9.9348e+00,    3.3675e-01,    6.2500e-02
1.0027e+01,    3.3911e-01,    6.2500e-02
1.0120e+01,    3.4148e-01,    6.2500e-02
1.0213e+01,    3.4385e-01,    6.2500e-02
1.0308e+01,    3.4623e-01,    6.2500e-02
1.0403e+01,    3.4862e-01,    6.2500e-02
1.0500e+01,    3.5101e-01,    6.2500e-02
1.0597e+01,    3.5340e-01,    6.2500e-02
1.0695e+01,    3.5581e-01,    6.2500e-02
1.0794e+01,    3.5821e-01,    6.2500e-02
1.0894e+01,    3.6062e-01,    6.2500e-02
1.0995e+01,    3.6304e-01,    6.2500e-02
1.1097e+01,    3.6546e-01,    6.2500e-02
1.1199e+01,    3.6789e-01,    6.2500e-02
1.1303e+01,    3.7032e-01,    6.2500e-02
1.1408e+01,    3.7276e-01,    6.2500e-02
